,Date,Open,High,Low,Close,Volume
42,2014/11/12,367.984985,429.717987,367.984985,423.561005,45783200.0
43,2014/11/13,427.27301,457.092987,401.122986,420.734985,58945000.0
44,2014/11/14,418.416992,419.252014,384.789001,397.817993,29589200.0
45,2014/11/15,399.649994,405.528015,371.007996,376.132996,15727500.0
46,2014/11/16,374.730011,390.799011,374.60199,387.881989,11905600.0
47,2014/11/17,388.348999,410.199005,377.502014,387.40799,41518800.0
48,2014/11/18,387.785004,392.402008,371.117004,375.197998,32222500.0
49,2014/11/19,373.895996,386.480988,373.895996,380.554993,18931800.0
50,2014/11/20,380.307007,382.024994,356.781006,357.839996,25233200.0
51,2014/11/21,357.878998,357.878998,344.112,350.847992,29850100.0
52,2014/11/22,351.604004,364.841003,350.877991,352.920013,15273000.0
53,2014/11/23,353.174988,370.845001,353.174988,367.572998,15151600.0
54,2014/11/24,366.947998,387.209015,366.669006,376.901001,30930100.0
55,2014/11/25,376.885986,394.700989,374.783997,375.347992,25442200.0
56,2014/11/26,376.019012,377.697998,365.81601,368.369995,18601700.0
57,2014/11/27,370.502014,373.992004,368.282013,369.670013,8748030.0
58,2014/11/28,369.373993,382.838013,358.454987,376.446991,22946500.0
59,2014/11/29,376.152008,387.601013,372.144989,375.490997,15375600.0
60,2014/11/30,375.51001,382.527008,373.30899,378.046997,9194440.0
61,2014/12/1,378.248993,383.661987,376.669006,379.244995,11763000.0
62,2014/12/2,379.25,384.037994,377.863007,381.315002,12364100.0
63,2014/12/3,381.721985,383.026001,374.346008,375.01001,13340100.0
64,2014/12/4,375.717987,378.654999,367.759003,369.604004,14529600.0
65,2014/12/5,369.441986,379.191986,365.756012,376.854004,15181800.0
66,2014/12/6,376.756989,378.447998,370.945007,374.785004,7009320.0
67,2014/12/7,374.835999,376.291992,373.274994,375.095001,6491650.0
68,2014/12/8,374.964996,376.028992,361.885986,361.908997,18898700.0
69,2014/12/9,361.894989,363.066986,344.950989,352.218994,32915500.0
70,2014/12/10,352.204987,352.384003,346.36499,346.36499,16427700.0
71,2014/12/11,344.339996,361.356995,338.763,350.506012,32431300.0
72,2014/12/12,350.833008,352.983002,349.290985,352.541992,16989800.0
73,2014/12/13,352.381012,352.381012,346.588013,347.376007,11675900.0
74,2014/12/14,346.72699,353.31601,345.417999,351.631989,12415200.0
75,2014/12/15,351.360992,351.815002,344.93399,345.345001,17264200.0
76,2014/12/16,345.673004,345.859009,327.062012,327.062012,30864900.0
77,2014/12/17,326.855011,333.95401,315.152008,319.776001,37567900.0
78,2014/12/18,319.785004,323.709015,304.231995,311.395996,39173000.0
79,2014/12/19,311.178986,318.53299,306.769012,317.842987,23823100.0
80,2014/12/20,317.618988,330.325012,316.044006,329.955994,20856700.0
81,2014/12/21,329.542999,329.628998,318.903015,320.842987,15207600.0
82,2014/12/22,321.067993,334.117004,320.424988,331.885986,22315100.0
83,2014/12/23,332.016998,336.286987,329.60199,334.571991,16574200.0
84,2014/12/24,334.38501,334.740997,321.356995,322.533997,15092300.0
85,2014/12/25,322.286011,322.670013,316.958008,319.007996,9883640.0
86,2014/12/26,319.152008,331.424011,316.627014,327.924011,16410500.0
87,2014/12/27,327.583008,328.911011,312.630005,315.863007,15185200.0
88,2014/12/28,316.160004,320.028015,311.078003,317.239014,11676600.0
89,2014/12/29,317.700989,320.266998,312.307007,312.670013,12302500.0
90,2014/12/30,312.718994,314.80899,309.372986,310.737,12528300.0
91,2014/12/31,310.914001,320.192993,310.210999,320.192993,13942900.0
92,2015/1/1,320.434998,320.434998,314.002991,314.248993,8036550.0
93,2015/1/2,314.07901,315.838989,313.565002,315.032013,7860650.0
94,2015/1/3,314.846008,315.149994,281.082001,281.082001,33054400.0
95,2015/1/4,281.145996,287.230011,257.612,264.195007,55629100.0
96,2015/1/5,265.084015,278.341003,265.084015,274.473999,43962800.0
97,2015/1/6,274.610992,287.553009,272.696014,286.188995,23245700.0
98,2015/1/7,286.076996,298.753998,283.07901,294.337006,24866800.0
99,2015/1/8,294.13501,294.13501,282.174988,283.348999,19982500.0
100,2015/1/9,282.382996,291.114014,280.53299,290.40799,18718600.0
101,2015/1/10,287.303009,288.127014,273.966003,274.79599,15264300.0
102,2015/1/11,274.608002,279.638,265.039001,265.660004,18200800.0
103,2015/1/12,266.145996,272.203003,265.200012,267.79599,18880300.0
104,2015/1/13,267.394012,268.277008,219.906006,225.860992,72843904.0
105,2015/1/14,223.893997,223.893997,171.509995,178.102997,97638704.0
106,2015/1/15,176.897003,229.067001,176.897003,209.843994,81773504.0
107,2015/1/16,209.070007,221.591003,199.770996,208.097,38421000.0
108,2015/1/17,207.834,211.731003,194.875,199.259995,23469700.0
109,2015/1/18,200.050003,218.695007,194.505997,210.339005,30085100.0
110,2015/1/19,211.470993,216.727997,207.317993,214.860992,18658300.0
111,2015/1/20,212.906998,215.240997,205.153,211.315002,24051100.0
112,2015/1/21,211.378006,227.787994,211.212006,226.897003,29924600.0
113,2015/1/22,227.322006,237.018997,226.434006,233.406006,33544600.0
114,2015/1/23,233.516998,234.845001,225.195999,232.878998,24621700.0
115,2015/1/24,232.699997,248.210007,230.022003,247.847,24782500.0
116,2015/1/25,247.352005,255.074005,243.889999,253.718002,33582700.0
117,2015/1/26,254.078995,309.384003,254.078995,273.472992,106794000.0
118,2015/1/27,273.166992,275.480011,250.653,263.475006,44399000.0
119,2015/1/28,263.351013,266.535004,227.046005,233.914993,44352200.0
120,2015/1/29,233.348007,238.705994,220.712006,233.513,32213400.0
121,2015/1/30,232.772003,242.850998,225.839005,226.425003,26605200.0
122,2015/1/31,226.440994,233.503998,216.309006,217.464005,23348200.0
123,2015/2/1,216.867004,231.574005,212.014999,226.972,29128500.0
124,2015/2/2,226.490997,242.175003,222.658997,238.229004,30612100.0
125,2015/2/3,237.453995,245.957001,224.483002,227.268005,40783700.0
126,2015/2/4,227.511002,230.057999,221.113007,226.852997,26594300.0
127,2015/2/5,227.664993,239.404999,214.725006,217.110992,22516400.0
128,2015/2/6,216.923004,230.509995,216.231995,222.266006,24435300.0
129,2015/2/7,222.632996,230.298996,222.606995,227.753998,21604200.0
130,2015/2/8,227.692993,229.438004,221.076996,223.412003,17145200.0
131,2015/2/9,223.389008,223.977005,217.018997,220.110001,27791300.0
132,2015/2/10,220.281998,221.807007,215.332001,219.839005,21115100.0
133,2015/2/11,219.731995,223.406006,218.074005,219.184998,17201900.0
134,2015/2/12,219.207993,222.199005,217.613998,221.764008,15206200.0
135,2015/2/13,221.968994,240.259003,221.261993,235.427002,42744400.0
136,2015/2/14,235.528,259.808014,235.528,257.321014,49732500.0
137,2015/2/15,257.506989,265.610992,227.684006,234.824997,56552400.0
138,2015/2/16,234.824997,239.520996,229.022003,233.843002,28153700.0
139,2015/2/17,233.421997,245.774994,232.313995,243.610001,27363100.0
140,2015/2/18,243.779999,244.251007,232.339996,236.326004,25200800.0
141,2015/2/19,236.410004,242.671997,235.591995,240.283005,18270500.0
142,2015/2/20,240.251007,247.100998,239.298996,243.779007,23876700.0
143,2015/2/21,243.751999,255.320007,243.184006,244.533997,12284200.0
144,2015/2/22,244.544006,246.391998,233.850998,235.977005,19527000.0
145,2015/2/23,235.994995,240.108994,232.421005,238.891998,16400000.0
146,2015/2/24,238.998001,239.901001,236.401993,238.735001,14200400.0
147,2015/2/25,238.889999,239.339996,235.529999,237.470001,11496200.0
148,2015/2/26,237.337006,237.710007,234.257004,236.425995,13619400.0
149,2015/2/27,236.436005,256.653015,236.436005,253.828003,44013900.0
150,2015/2/28,253.520004,254.692001,249.479004,254.263,13949300.0
151,2015/3/1,254.283005,261.660004,245.932999,260.201996,25213700.0
152,2015/3/2,260.356995,276.300995,258.312988,275.670013,40465700.0
153,2015/3/3,275.04599,285.79599,268.161011,281.701996,50461300.0
154,2015/3/4,281.98999,284.225006,268.126007,273.09201,41383000.0
155,2015/3/5,272.739014,281.666992,264.769012,276.178009,41302400.0
156,2015/3/6,275.600006,277.608002,270.015015,272.722992,28918900.0
157,2015/3/7,272.294006,277.854004,270.132996,276.260986,17825900.0
158,2015/3/8,276.433014,277.858002,272.565002,274.354004,22067900.0
159,2015/3/9,274.812012,292.700989,273.893005,289.606995,59178200.0
160,2015/3/10,289.862,300.044006,289.743011,291.76001,67770800.0
161,2015/3/11,291.524994,297.390991,290.507996,296.378998,33963900.0
162,2015/3/12,296.127014,297.088013,292.412994,294.354004,32585200.0
163,2015/3/13,294.118011,294.497986,285.337006,285.337006,31421500.0
164,2015/3/14,284.441986,286.34201,280.976013,281.88501,22612300.0
165,2015/3/15,281.424988,286.528992,280.996002,286.393005,11970100.0
166,2015/3/16,285.684998,294.112,285.684998,290.592987,21516100.0
167,2015/3/17,290.595001,292.36499,284.373993,285.505005,21497200.0
168,2015/3/18,285.066986,285.335999,249.869995,256.299011,57008000.0
169,2015/3/19,255.880005,264.243988,248.636002,260.928009,52732000.0
170,2015/3/20,260.955994,264.847992,259.161987,261.748993,18456700.0
171,2015/3/21,261.644012,262.196014,255.649994,260.024994,17130100.0
172,2015/3/22,259.916992,269.747009,259.589996,267.959991,18438100.0
173,2015/3/23,267.894989,277.296997,261.744995,266.73999,22811900.0
174,2015/3/24,266.576996,267.002991,244.154999,245.595001,40073700.0
175,2015/3/25,247.472,249.190002,236.514999,246.197006,35866900.0
176,2015/3/26,246.276001,254.354004,244.904999,248.531998,25730000.0
177,2015/3/27,248.565994,256.811005,245.212997,247.029007,17274900.0
178,2015/3/28,246.975006,254.205002,246.975006,252.798004,16040900.0
179,2015/3/29,252.740005,253.139008,240.850006,242.712997,21699400.0
180,2015/3/30,242.878998,249.242004,239.214005,247.526001,23009600.0
181,2015/3/31,247.453995,248.729996,242.738998,244.223999,22672000.0
182,2015/4/1,244.223007,247.541,241.160004,247.272003,22877200.0
183,2015/4/2,247.089005,254.460999,245.416,253.005005,26272600.0
184,2015/4/3,253.074005,256.042999,251.878998,254.322006,23146600.0
185,2015/4/4,254.291,255.257996,251.100006,253.697006,12493500.0
186,2015/4/5,253.761002,260.674988,251.942001,260.597992,19649200.0
187,2015/4/6,260.721008,261.798004,254.574997,255.492004,20034200.0
188,2015/4/7,255.274002,255.804993,252.205002,253.179993,18467400.0
189,2015/4/8,253.063995,253.847,244.214996,245.022003,30086400.0
190,2015/4/9,244.751007,246.117996,239.399994,243.675995,21643500.0
191,2015/4/10,243.694,243.694,232.770996,236.072006,28882000.0
192,2015/4/11,236.016006,239.537003,234.175003,236.552002,16365200.0
193,2015/4/12,236.535004,237.727997,233.494995,236.153,12387900.0
194,2015/4/13,235.949997,236.934998,221.996002,224.587006,31181800.0
195,2015/4/14,224.759003,224.975998,216.322998,219.158997,31719000.0
196,2015/4/15,219.072998,223.832993,218.649002,223.832993,22562000.0
197,2015/4/16,223.917007,229.671997,223.917007,228.572998,24805400.0
198,2015/4/17,228.574997,228.906006,221.942001,222.882004,20429800.0
199,2015/4/18,222.852997,224.315994,220.876007,223.356003,12939000.0
200,2015/4/19,223.455994,226.352997,222.373001,222.600006,15021500.0
201,2015/4/20,222.612,226.350998,221.977005,224.626007,18364700.0
202,2015/4/21,224.619995,235.268997,224.300995,235.268997,24978000.0
203,2015/4/22,235.602005,237.908997,233.475998,234.175995,23847900.0
204,2015/4/23,234.052994,236.475006,233.199005,236.462006,17036000.0
205,2015/4/24,235.970001,236.304993,229.932999,231.268005,21448700.0
206,2015/4/25,231.235001,232.561005,226.337006,226.389999,13957200.0
207,2015/4/26,226.410004,226.944,214.873993,219.429993,28943700.0
208,2015/4/27,219.429001,233.304993,218.022995,229.285995,38574000.0
209,2015/4/28,228.968994,229.494995,223.069,225.854996,21469200.0
210,2015/4/29,225.591003,227.039993,223.429993,225.807999,18936500.0
211,2015/4/30,225.692993,239.563004,224.992996,236.145004,33818600.0
212,2015/5/1,235.938995,238.966003,232.078995,232.078995,18815300.0
213,2015/5/2,232.341003,235.727005,232.341003,234.929993,12535500.0
214,2015/5/3,234.880005,243.240005,234.082993,240.358002,18494100.0
215,2015/5/4,240.356003,242.638,237.809998,239.018005,21223400.0
216,2015/5/5,238.852005,239.203995,232.054001,236.121002,23929100.0
217,2015/5/6,236.248993,236.453995,229.231003,229.781998,29587200.0
218,2015/5/7,229.662003,239.104996,228.572998,237.334,29064400.0
219,2015/5/8,237.203995,246.274994,236.274002,243.863007,27445500.0
220,2015/5/9,243.768997,247.804001,239.639008,241.832001,19790500.0
221,2015/5/10,241.729004,244.067993,238.848999,240.296005,15019100.0
222,2015/5/11,240.298996,244.270004,239.376007,242.158005,20892300.0
223,2015/5/12,242.145004,242.880997,240.098999,241.112,19282600.0
224,2015/5/13,241.397995,243.703995,235.044998,236.376999,27180100.0
225,2015/5/14,236.214005,237.798996,234.057007,236.929001,24413700.0
226,2015/5/15,236.955002,238.753006,236.794998,237.604996,16329400.0
227,2015/5/16,237.643997,237.697006,235.294998,236.153,11089700.0
228,2015/5/17,236.009995,238.024994,236.009995,236.802002,11134300.0
229,2015/5/18,236.886993,237.210007,232.460007,233.128006,16780300.0
230,2015/5/19,233.037003,234.151001,231.817001,231.947006,14241900.0
231,2015/5/20,231.889999,234.682999,231.841995,234.018005,15499400.0
232,2015/5/21,234.016006,236.242004,233.835007,235.343994,15108900.0
233,2015/5/22,235.320999,240.968994,235.059998,240.348007,27003000.0
234,2015/5/23,240.285995,241.024994,238.690994,238.871994,14605000.0
235,2015/5/24,238.975998,241.977997,238.811005,240.953003,11508000.0
236,2015/5/25,240.927002,241.020996,236.636993,237.110001,14423900.0
237,2015/5/26,237.104004,238.242004,235.692001,237.115997,16425000.0
238,2015/5/27,237.065002,238.636002,236.695007,237.283005,18837000.0
239,2015/5/28,237.257004,237.824005,236.651993,237.408005,13829600.0
240,2015/5/29,237.376999,237.522003,235.731003,237.095993,14805000.0
241,2015/5/30,237.091995,237.093002,232.046005,233.345001,14098600.0
242,2015/5/31,233.134995,233.251999,229.542007,230.190002,14730800.0
243,2015/6/1,230.233002,231.712997,221.296005,222.925995,26090500.0
244,2015/6/2,222.893997,226.416,222.419006,225.802994,20459000.0
245,2015/6/3,225.735992,227.404007,223.929993,225.873993,17752400.0
246,2015/6/4,225.772003,226.580994,224.054001,224.324005,14728100.0
247,2015/6/5,224.154007,225.968002,223.179001,224.951996,18056500.0
248,2015/6/6,225.005005,225.718994,224.378998,225.619003,11131500.0
249,2015/6/7,225.595993,226.194,222.651993,222.880997,13318400.0
250,2015/6/8,222.878998,229.464005,222.839005,228.488998,23378400.0
251,2015/6/9,228.537994,230.953995,227.929001,229.048004,28353100.0
252,2015/6/10,228.994995,229.781998,228.009995,228.802994,15904800.0
253,2015/6/11,228.854996,230.287003,228.766998,229.705002,14416000.0
254,2015/6/12,229.705002,231.057007,229.313004,229.981995,14017700.0
255,2015/6/13,229.919998,232.651993,229.210007,232.401993,13305300.0
256,2015/6/14,232.442001,234.858002,232.003998,233.542999,12165900.0
257,2015/6/15,233.421997,237.835999,233.421997,236.822998,19912100.0
258,2015/6/16,236.764999,251.742004,236.121994,250.895004,41612000.0
259,2015/6/17,250.822998,256.852997,246.475998,249.283997,43858400.0
260,2015/6/18,249.427994,252.108002,244.126999,249.007004,30980200.0
261,2015/6/19,249.042999,250.977005,243.787003,244.606003,23965300.0
262,2015/6/20,244.529999,245.828003,240.626999,245.212006,20608100.0
263,2015/6/21,245.100006,245.223999,241.882004,243.944,10600900.0
264,2015/6/22,243.968994,247.917007,243.779007,246.990005,17692500.0
265,2015/6/23,246.927002,247.304001,243.132996,244.296005,15108700.0
266,2015/6/24,244.281998,244.341003,240.514999,240.514999,17344900.0
267,2015/6/25,240.365005,243.332001,240.365005,242.798996,16133100.0
268,2015/6/26,242.604004,243.748993,241.552994,243.593994,13983500.0
269,2015/6/27,243.548996,251.339005,243.117004,250.990005,20488600.0
270,2015/6/28,250.955002,251.171997,247.434006,249.011002,15137600.0
271,2015/6/29,248.720993,257.173004,248.580994,257.063995,34742900.0
272,2015/6/30,257.036011,267.867004,255.945999,263.071991,44533800.0
273,2015/7/1,263.345001,265.171997,255.774002,258.621002,27029800.0
274,2015/7/2,258.552002,261.631012,254.115997,255.412003,21551900.0
275,2015/7/3,255.459,257.076996,253.505005,256.335999,19033800.0
276,2015/7/4,256.490997,261.457001,254.199997,260.885986,15620400.0
277,2015/7/5,260.804993,274.506012,258.700989,271.912994,44156100.0
278,2015/7/6,271.108002,277.421997,267.600006,269.029999,49154800.0
279,2015/7/7,269.963013,271.341003,264.832001,266.207001,28857600.0
280,2015/7/8,265.981995,272.971008,264.385986,270.785004,36980200.0
281,2015/7/9,270.826996,272.334991,267.085999,269.227997,40301200.0
282,2015/7/10,269.156006,294.591003,268.802002,284.894012,100390000.0
283,2015/7/11,284.880005,298.506012,283.529999,293.11499,41109900.0
284,2015/7/12,293.140015,314.394012,292.505005,310.867004,56405000.0
285,2015/7/13,310.826996,310.947998,281.010986,292.053986,62053900.0
286,2015/7/14,292.033997,296.147003,286.638,287.463989,28727200.0
287,2015/7/15,288.045013,293.247986,285.367004,285.82901,27486600.0
288,2015/7/16,286.041992,291.183014,275.23999,278.088989,49482600.0
289,2015/7/17,278.091003,280.279999,272.042999,279.471985,27591400.0
290,2015/7/18,279.330994,282.527008,274.075012,274.901001,25187100.0
291,2015/7/19,274.766998,275.670013,272.513,273.614014,15332500.0
292,2015/7/20,273.498993,278.980988,272.959991,278.980988,22711400.0
293,2015/7/21,278.881989,280.546997,275.419006,275.833008,22930700.0
294,2015/7/22,275.657013,277.665985,274.381012,277.221985,19389800.0
295,2015/7/23,277.341003,278.110992,275.716003,276.049011,18531300.0
296,2015/7/24,276.005005,289.252991,275.253998,288.278015,37199400.0
297,2015/7/25,288.164001,290.733002,286.002014,288.696991,20662200.0
298,2015/7/26,288.640015,293.052002,287.705994,292.686005,16032300.0
299,2015/7/27,292.639008,297.773987,287.450012,293.623993,30592000.0
300,2015/7/28,293.632996,296.648987,293.423004,294.427002,25453600.0
301,2015/7/29,294.484009,294.536011,288.777008,289.589996,24672600.0
302,2015/7/30,289.102997,290.126007,286.567993,287.721985,21635800.0
303,2015/7/31,287.696014,288.959015,282.343994,284.649994,23629100.0
304,2015/8/1,284.686005,284.932007,278.112,281.601013,18995000.0
305,2015/8/2,280.449005,283.032013,277.528992,282.614014,17722200.0
306,2015/8/3,282.806,285.471008,280.233002,281.22699,21474100.0
307,2015/8/4,281.225006,285.714996,281.225006,285.217987,21908700.0
308,2015/8/5,284.846985,285.501007,281.488007,281.881989,20128000.0
309,2015/8/6,281.906006,281.906006,278.403015,278.576996,18792100.0
310,2015/8/7,278.740997,280.391998,276.365997,279.584991,42484800.0
311,2015/8/8,279.742004,279.928009,260.709991,260.997009,58533000.0
312,2015/8/9,261.115997,267.002991,260.467987,265.083008,23789600.0
313,2015/8/10,265.477997,267.032013,262.596008,264.470001,20979400.0
314,2015/8/11,264.34201,270.385986,264.093994,270.385986,25433900.0
315,2015/8/12,270.597992,270.673004,265.468994,266.376007,26815400.0
316,2015/8/13,266.183014,266.231995,262.841003,264.079987,27685500.0
317,2015/8/14,264.131989,267.466003,261.477997,265.679993,27091200.0
318,2015/8/15,265.528992,266.666992,261.29599,261.550995,19321100.0
319,2015/8/16,261.865997,262.440002,257.040985,258.506989,29717000.0
320,2015/8/17,258.48999,260.505005,257.117004,257.976013,21617900.0
321,2015/8/18,257.925995,257.993011,211.078995,211.078995,42147200.0
322,2015/8/19,225.671005,237.408997,222.766006,226.684006,60869200.0
323,2015/8/20,226.899002,237.365005,226.899002,235.350006,32275000.0
324,2015/8/21,235.354996,236.432007,231.723999,232.569,23173800.0
325,2015/8/22,232.662003,234.957001,222.703995,230.389999,23205900.0
326,2015/8/23,230.376007,232.705002,225.580002,228.169006,18406600.0
327,2015/8/24,228.112,228.139008,210.442993,210.494995,59220700.0
328,2015/8/25,210.067993,226.320999,199.567001,221.608994,61089200.0
329,2015/8/26,222.076004,231.182999,220.203995,225.830994,31808000.0
330,2015/8/27,226.050003,228.643005,223.684006,224.768997,21905400.0
331,2015/8/28,224.701004,235.218994,220.925995,231.395996,31336600.0
332,2015/8/29,231.548996,233.222,227.330002,229.779999,17142500.0
333,2015/8/30,229.895004,232.067993,226.246994,228.761002,19412600.0
334,2015/8/31,229.113998,231.955994,225.914993,230.056,20710700.0
335,2015/9/1,230.255997,231.216003,226.860001,228.121002,20575200.0
336,2015/9/2,228.026993,230.576996,226.475006,229.283997,18760400.0
337,2015/9/3,229.324005,229.604996,226.667007,227.182999,17482000.0
338,2015/9/4,227.214996,230.899994,227.050995,230.298004,20962400.0
339,2015/9/5,230.199005,236.143005,229.442993,235.018997,20671400.0
340,2015/9/6,234.869995,242.912003,234.681,239.839996,25473700.0
341,2015/9/7,239.934006,242.106003,238.722,239.847,21192200.0
342,2015/9/8,239.845993,245.781006,239.677994,243.606995,26879200.0
343,2015/9/9,243.414993,244.416,237.820999,238.167999,23635700.0
344,2015/9/10,238.335999,241.292999,235.791,238.477005,21215500.0
345,2015/9/11,238.328995,241.169006,238.328995,240.106995,19224700.0
346,2015/9/12,239.854996,240.123993,234.753998,235.229004,17962600.0
347,2015/9/13,235.242004,235.934998,229.332001,230.511993,18478800.0
348,2015/9/14,230.608994,232.440002,227.960999,230.643997,20997800.0
349,2015/9/15,230.492004,259.182007,229.822006,230.304001,19177800.0
350,2015/9/16,230.25,231.214996,227.401993,229.091003,20144200.0
351,2015/9/17,229.076004,230.285004,228.925995,229.809998,18935400.0
352,2015/9/18,233.520996,234.352997,232.184998,232.975006,20242200.0
353,2015/9/19,232.858002,233.205002,231.089005,231.492996,12712600.0
354,2015/9/20,231.399002,232.365005,230.910004,231.212006,14444700.0
355,2015/9/21,231.216995,231.216995,226.520996,227.085007,19678800.0
356,2015/9/22,226.968994,232.386002,225.117004,230.617996,25009300.0
357,2015/9/23,230.936005,231.835007,229.591003,230.283005,17254100.0
358,2015/9/24,230.358002,235.649002,230.294998,234.529007,25097800.0
359,2015/9/25,234.362,237.427002,233.684006,235.143997,22363600.0
360,2015/9/26,235.076004,235.403,233.358002,234.339996,13724100.0
361,2015/9/27,234.139008,234.526001,232.475998,232.757004,14179900.0
362,2015/9/28,232.835999,239.339005,232.466995,239.141998,24713000.0
363,2015/9/29,239.016006,239.802002,235.927994,236.686996,22691300.0
364,2015/9/30,236.639999,237.733994,235.628998,236.059998,19743500.0
365,2015/10/1,236.003998,238.445007,235.615997,237.548996,20488800.0
366,2015/10/2,237.264008,238.541,236.602997,237.292999,19677900.0
367,2015/10/3,237.201996,239.315002,236.944,238.729996,16482700.0
368,2015/10/4,238.531006,238.968002,237.940002,238.259003,12999000.0
369,2015/10/5,238.147003,240.382996,237.035004,240.382996,23335900.0
370,2015/10/6,240.363998,246.934998,240.136002,246.063004,27535100.0
371,2015/10/7,246.169998,246.681,242.585007,242.968994,22999200.0
372,2015/10/8,243.074997,244.251007,242.179001,242.304001,18515300.0
373,2015/10/9,242.498001,244.227997,242.121994,243.931,17353100.0
374,2015/10/10,243.740005,245.319,243.074005,244.940994,15912700.0
375,2015/10/11,244.742004,247.242996,244.151993,247.050003,16827300.0
376,2015/10/12,246.875,247.453995,245.179001,245.307999,17388300.0
377,2015/10/13,245.199997,250.235992,243.757004,249.507996,28198500.0
378,2015/10/14,249.492996,254.274994,248.903,251.988998,27462600.0
379,2015/10/15,252.106995,255.962006,252.046005,254.320007,25223500.0
380,2015/10/16,254.296005,266.13501,253.925995,262.868988,35901500.0
381,2015/10/17,262.747009,273.578003,262.367004,270.640015,43199600.0
382,2015/10/18,270.907013,271.667999,260.777008,261.643005,22434300.0
383,2015/10/19,261.860992,264.820007,260.950989,263.437012,25258800.0
384,2015/10/20,263.571991,270.834991,263.22699,269.463013,30889800.0
385,2015/10/21,269.306,270.769989,263.838989,266.272003,25637300.0
386,2015/10/22,266.496002,276.51001,266.13501,274.02301,37808600.0
387,2015/10/23,273.648987,278.68399,273.542999,276.496002,29442500.0
388,2015/10/24,276.503998,281.705994,276.503998,281.653992,25942400.0
389,2015/10/25,281.445007,294.05899,281.445007,283.679993,45717100.0
390,2015/10/26,283.627991,285.299988,280.51001,285.299988,32108800.0
391,2015/10/27,285.181,296.212006,285.007996,293.787994,46331800.0
392,2015/10/28,293.703003,306.330994,293.703003,304.618011,50808100.0
393,2015/10/29,304.324005,318.170013,301.822998,313.855011,64495900.0
394,2015/10/30,313.942993,334.169006,313.940002,328.015015,78305000.0
395,2015/10/31,328.511993,332.777008,309.251007,314.165985,48598100.0
396,2015/11/1,315.005005,327.471985,311.881012,325.431,37001100.0
397,2015/11/2,325.941986,365.359985,323.209015,361.188995,101918000.0
398,2015/11/3,361.872986,417.899994,357.647003,403.416992,206162000.0
399,2015/11/4,403.664001,495.562012,380.548004,411.562988,263900000.0
